Categorie annonce;Titre;Lieu;Prix;Chambres;Date brute;Date estimee;Type logement;Standing;Prix numerique;Chambres numeriques;Date NLP;Jours depuis publication;Annee publication;Mois publication;Jour publication;Quartier nettoye;Latitude;Longitude
Appartement;Appartement F4 à louer aux Maristes;Hann maristes;400 000 F Cfa;;mardi, 12:44;2026-03-24;F4;Standard;400000;4.0;2026-03-24;2;2026;3;24;Hann Maristes;14.7302558;-17.432528
Appartement;APPARTEMENT F4 STANDING À LOUER A LA CORNICHE DES MAMELLES;Mamelles;700 000 F Cfa;3 chambre;mardi, 12:34;2026-03-24;F4;Standard;700000;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;Appartement F4 aux Almadies;Almadies;1 300 000 F Cfa;3 chambre;mardi, 12:30;2026-03-24;F4;Standard;1300000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Studios neuf à louer à Hann Marinas;Hann marinas;275 000 F Cfa;;mardi, 12:22;2026-03-24;Studio;Standard;275000;1.0;2026-03-24;2;2026;3;24;Hann Marinas;14.7079896;-17.4294692
Appartement;Appartement à louer à Jules Ferry ville;Plateau;1 100 000 F Cfa;;mardi, 12:22;2026-03-24;Appartement;Standard;1100000;;2026-03-24;2;2026;3;24;Plateau;14.6768175;-17.4392915
Appartement;Appartements neufs à louer au point e;Point-e;1 000 000 F Cfa;3 chambre;mardi, 12:21;2026-03-24;Appartement;Standard;1000000;3.0;2026-03-24;2;2026;3;24;Point E;14.6964782;-17.4641817
Appartement;Appartements neuf à la Vdn bordure route;Ouest foire;450 000 F Cfa;2 chambre;mardi, 12:20;2026-03-24;Appartement;Standard;450000;2.0;2026-03-24;2;2026;3;24;Ouest Foire;14.7493864;-17.4702084
Appartement;Appartement haut standing à Mermoz à louer;Mermoz;750 000 F Cfa;3 chambre;mardi, 11:53;2026-03-24;Appartement;Luxe;750000;3.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;F3 A LOUER;Zac Mbao;175 000 F Cfa;2 chambre;mardi, 11:48;2026-03-24;F3;Standard;175000;2.0;2026-03-24;2;2026;3;24;ZAC Mbao;14.7304126;-17.3021447
Appartement;Duplex à louer à Fann Hock;Fann Hock;1 800 000 F Cfa;3 chambre;mardi, 11:48;2026-03-24;Duplex;Standard;1800000;3.0;2026-03-24;2;2026;3;24;Fann Hock;14.6801353;-17.4628058
Appartement;F3 lumineux et moderne à louer dans une résidence récente;Liberte 6 extension;690 000 F Cfa;2 chambre;mardi, 11:30;2026-03-24;F3;Standard;690000;2.0;2026-03-24;2;2026;3;24;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Location d'un bel appartement F3 à Sacré Coeur;Sacré-cœur;650 000 F Cfa;2 chambre;mardi, 11:16;2026-03-24;F3;Standard;650000;2.0;2026-03-24;2;2026;3;24;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Magnifiques appartements à louer à Ngor Almadies;Ngor;900 000 F Cfa;3 chambre;mardi, 11:15;2026-03-24;Appartement;Standard;900000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;À louer non meublé – Appartement F4 de standing proche IPG;Liberte 5;700 000 F Cfa;3 chambre;mardi, 11:15;2026-03-24;F4;Meuble;700000;3.0;2026-03-24;2;2026;3;24;Liberte 5;14.7204627;-17.4644905
Appartement;Studio pour long séjour;Ngor;250 000 F Cfa;1 chambre;mardi, 11:15;2026-03-24;Studio;Standard;250000;1.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;APPARTEMENT F4 A LOUER CITE MBACKIOU FAYE MAMELLES;Mamelles;350 000 F Cfa;3 chambre;mardi, 11:14;2026-03-24;F4;Standard;350000;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;À LOUER – Magnifique Appartement F3 à Liberté 6 Extension;Liberte 6 extension;350 000 F Cfa;2 chambre;mardi, 11:14;2026-03-24;F3;Standard;350000;2.0;2026-03-24;2;2026;3;24;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Appartement F4 à louer – Mamelles, corniche;Mamelles;450 000 F Cfa;3 chambre;mardi, 11:04;2026-03-24;F4;Standard;450000;3.0;2026-03-24;2;2026;3;24;Mamelles;14.7311563;-17.5003005
Appartement;À Louer – Appartement F3;Cité Damel;250 000 F Cfa;2 chambre;mardi, 11:03;2026-03-24;F3;Standard;250000;2.0;2026-03-24;2;2026;3;24;Cite Damel;;
Appartement;Appartement F3 à louer aux Almadies;Almadies;750 000 F Cfa;;mardi, 11:03;2026-03-24;F3;Standard;750000;3.0;2026-03-24;2;2026;3;24;Almadies;14.7441857;-17.5175251
Appartement;Appartement F5 à louer à Liberté Extension;Liberte 6 extension;650 000 F Cfa;4 chambre;mardi, 10:49;2026-03-24;F5;Standard;650000;4.0;2026-03-24;2;2026;3;24;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Très bel appartement de type F4 vue sur mer;Ngor;700 000 F Cfa;3 chambre;mardi, 09:04;2026-03-24;F4;Standard;700000;3.0;2026-03-24;2;2026;3;24;Ngor;14.7487915;-17.5149607
Appartement;Très beau F2 meublé à Mermoz;Mermoz;350 000 F Cfa;1 chambre;mardi, 09:01;2026-03-24;F2;Meuble;350000;1.0;2026-03-24;2;2026;3;24;Mermoz;14.7074454;-17.474397
Appartement;Appartement a louer (Cité keur Gorgui);Cité keur gorgui;400 000 F Cfa;2 chambre;mardi, 09:01;2026-03-24;Appartement;Standard;400000;2.0;2026-03-24;2;2026;3;24;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;STUDIO MEUBLE A LOUÉ LONGUE DURÉE;Hann maristes;600 000 F Cfa;1 chambre;mardi, 07:22;2026-03-24;Studio;Meuble;600000;1.0;2026-03-24;2;2026;3;24;Hann Maristes;14.7302558;-17.432528
Appartement;Appartement corniche fan résidence vue sur mer;Fann;3 000 000 F Cfa;3 chambre;mardi, 00:03;2026-03-24;Appartement;Standard;3000000;3.0;2026-03-24;2;2026;3;24;Fann;14.690791;-17.4665592
Appartement;Appartement neuf à Mermoz dans une Résidence;Mermoz;700 000 F Cfa;2 chambre;lundi, 14:32;2026-03-23;Appartement;Standard;700000;2.0;2026-03-23;3;2026;3;23;Mermoz;14.7074454;-17.474397
Appartement;Appartement moderne neuf lumineux avec espaces paysagers;Ngor;1 700 000 F Cfa;3 chambre;dimanche, 15:40;2026-03-22;Appartement;Standard;1700000;3.0;2026-03-22;4;2026;3;22;Ngor;14.7487915;-17.5149607
Appartement;Appartement F3 à louer aux hlm grand medine;HLM Grand Médine;250 000 F Cfa;;lundi, 21:27;2026-03-23;F3;Standard;250000;3.0;2026-03-23;3;2026;3;23;Hlm Grand Médine;14.7609549;-17.4495149
Appartement;Appartement à louer Nord Foire en face brioche dorée;Nord foire;300 000 F Cfa;2 chambre;lundi, 21:09;2026-03-23;Appartement;Standard;300000;2.0;2026-03-23;3;2026;3;23;Nord Foire;14.7526822;-17.4601185
Appartement;Sacré cœur grand appartement F4 à louer;Sacré-cœur;600 000 F Cfa;3 chambre;lundi, 20:15;2026-03-23;F4;Standard;600000;3.0;2026-03-23;3;2026;3;23;Sacré-Cœur;14.7114619;-17.4688689
Appartement;APPARTEMENT AUX ALMADIES;Almadies;400 000 F Cfa;3 chambre;lundi, 19:55;2026-03-23;Appartement;Standard;400000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT AUX ALMADIES;Almadies;362 600 F Cfa;2 chambre;lundi, 19:54;2026-03-23;Appartement;Standard;362600;2.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENTS AUX ALMADIES;Almadies;400 000 F Cfa;2 chambre;lundi, 19:54;2026-03-23;Appartement;Standard;400000;2.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT F4 AUX ALMADIES;Almadies;425 000 F Cfa;3 chambre;lundi, 19:41;2026-03-23;F4;Standard;425000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;APPAT F4 A LOUER MAMELLES;Mamelles;500 000 F Cfa;3 chambre;lundi, 19:41;2026-03-23;F4;Standard;500000;3.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;APPART 02 CHAMBRES SALON A LOUER;cité magistrat;275 000 F Cfa;2 chambre;lundi, 19:39;2026-03-23;Chambre;Standard;275000;2.0;2026-03-23;3;2026;3;23;Cité Magistrat;14.7437965;-17.4674915
Appartement;Appartements de type F3 à louer à Nord Foire;Nord foire;275 000 F Cfa;2 chambre;lundi, 19:06;2026-03-23;F3;Standard;275000;2.0;2026-03-23;3;2026;3;23;Nord Foire;14.7526822;-17.4601185
Appartement;Appartement F3 neuf à louer au point E;Point-e;750 000 F Cfa;2 chambre;lundi, 18:53;2026-03-23;F3;Standard;750000;2.0;2026-03-23;3;2026;3;23;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT F4 – NON MEUBLÉ – RÉSIDENCE ANNA;Point-e;1 600 000 F Cfa;3 chambre;lundi, 17:42;2026-03-23;F4;Meuble;1600000;3.0;2026-03-23;3;2026;3;23;Point E;14.6964782;-17.4641817
Appartement;Superbe appartement de type F3 à louer;Ouakam;350 000 F Cfa;2 chambre;lundi, 16:41;2026-03-23;F3;Standard;350000;2.0;2026-03-23;3;2026;3;23;Ouakam;14.7247367;-17.4850662
Appartement;APPART A LOUER MAMELLE;Mamelles;650 000 F Cfa;3 chambre;lundi, 16:35;2026-03-23;Appartement;Standard;650000;3.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Superbe appartement de type F4 à louer;Ouakam;1 100 000 F Cfa;3 chambre;lundi, 15:47;2026-03-23;F4;Standard;1100000;3.0;2026-03-23;3;2026;3;23;Ouakam;14.7247367;-17.4850662
Appartement;APPARTEMENT AUX ALMMADIES;Almadies;425 000 F Cfa;2 chambre;lundi, 15:05;2026-03-23;Appartement;Standard;425000;2.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Maison neuve à Bambilor;Bambilor;120 000 F Cfa;2 chambre;jeudi, 16:31;2026-03-19;Appartement;Standard;120000;2.0;2026-03-19;7;2026;3;19;Bambilor;14.8039119;-17.1840413
Appartement;Appartement à louer Rond point Jet d'eau;Liberte 3;350 000 F Cfa;3 chambre;lundi, 13:48;2026-03-23;Appartement;Standard;350000;3.0;2026-03-23;3;2026;3;23;Liberte 3;14.7163529;-17.4529293
Appartement;Magnifique appartement de type F4 à louer;Fass;400 000 F Cfa;3 chambre;lundi, 10:03;2026-03-23;F4;Standard;400000;3.0;2026-03-23;3;2026;3;23;Fass;14.6882763;-17.4553657
Appartement;Bel appartement 3 chambres à Yoff Hangar Pèlerin;Yoff;550 000 F Cfa;3 chambre;lundi, 12:30;2026-03-23;Chambre;Standard;550000;3.0;2026-03-23;3;2026;3;23;Yoff;14.7603583;-17.468149
Appartement;À LOUER – APPARTEMENT F3 NEUF SUR LA VDN;VDN;450 000 F Cfa;;lundi, 12:18;2026-03-23;F3;Standard;450000;3.0;2026-03-23;3;2026;3;23;VDN;14.7842013;-17.3936821
Appartement;Appartement F3 salon à louer au plateau;Plateau;800 000 F Cfa;;lundi, 12:17;2026-03-23;F3;Standard;800000;3.0;2026-03-23;3;2026;3;23;Plateau;14.6768175;-17.4392915
Appartement;Appartement à louer au plateau;Plateau;1 100 000 F Cfa;3 chambre;lundi, 12:16;2026-03-23;Appartement;Standard;1100000;3.0;2026-03-23;3;2026;3;23;Plateau;14.6768175;-17.4392915
Appartement;Ref_2455_GL Appartement à louer à sacré cœur;Sacré-cœur;550 000 F Cfa;3 chambre;lundi, 11:21;2026-03-23;Appartement;Standard;550000;3.0;2026-03-23;3;2026;3;23;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement 03 chambres à louer aux Mamelles Extension;Mamelles;450 000 F Cfa;;lundi, 10:54;2026-03-23;Chambre;Standard;450000;1.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Appartement de type F3 à louer;Djily mbaye;325 000 F Cfa;2 chambre;lundi, 10:42;2026-03-23;F3;Standard;325000;2.0;2026-03-23;3;2026;3;23;Djily Mbaye;14.7613468;-17.4576173
Appartement;Superbe appartement de type F4 à louer;Cité keur gorgui;750 000 F Cfa;3 chambre;lundi, 10:10;2026-03-23;F4;Standard;750000;3.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Magnifique appartement de type F3 à louer;Mamelles;350 000 F Cfa;2 chambre;lundi, 10:07;2026-03-23;F3;Standard;350000;2.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Superbe appartement de type F4 à louer;Almadies;550 000 F Cfa;3 chambre;lundi, 10:05;2026-03-23;F4;Standard;550000;3.0;2026-03-23;3;2026;3;23;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 à louer au 2e étage à la cité K. Gorgui VDN;Cité keur gorgui;400 000 F Cfa;3 chambre;lundi, 10:04;2026-03-23;F4;Standard;400000;3.0;2026-03-23;3;2026;3;23;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Magnifique appartement de type F4 à louer;VDN;600 000 F Cfa;3 chambre;lundi, 10:03;2026-03-23;F4;Standard;600000;3.0;2026-03-23;3;2026;3;23;VDN;14.7842013;-17.3936821
Appartement;Location F5 non meublé à Yoff;Yoff;800 000 F Cfa;4 chambre;lundi, 09:28;2026-03-23;F5;Meuble;800000;4.0;2026-03-23;3;2026;3;23;Yoff;14.7603583;-17.468149
Appartement;Deux chambres à louer par mois;Mamelles;350 000 F Cfa;2 chambre;lundi, 08:32;2026-03-23;Chambre;Standard;350000;2.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Apparemment à louer;Mamelles;750 000 F Cfa;3 chambre;lundi, 00:45;2026-03-23;Appartement;Standard;750000;3.0;2026-03-23;3;2026;3;23;Mamelles;14.7311563;-17.5003005
Appartement;Bel appartement a la Cite keur Gorgui;Cité keur gorgui;450 000 F Cfa;3 chambre;dimanche, 22:21;2026-03-22;Appartement;Standard;450000;3.0;2026-03-22;4;2026;3;22;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;À louer 2 apparts sicap Amitié;Amitié;250 000 F Cfa;1 chambre;dimanche, 21:48;2026-03-22;Appartement;Standard;250000;1.0;2026-03-22;4;2026;3;22;Amitie;14.7030079;-17.4586932
Appartement;Très bel appartement F4 corniche almadies;Almadies;1 000 000 F Cfa;3 chambre;dimanche, 20:22;2026-03-22;F4;Standard;1000000;3.0;2026-03-22;4;2026;3;22;Almadies;14.7441857;-17.5175251
Appartement;Appartements de type F4 à louer aux Almadies;Almadies;1 010 000 F Cfa;3 chambre;dimanche, 18:36;2026-03-22;F4;Standard;1010000;3.0;2026-03-22;4;2026;3;22;Almadies;14.7441857;-17.5175251
Appartement;Appartement F4 Haut Standing à Louer – Point E;Point-e;1 250 000 F Cfa;4 chambre;dimanche, 18:36;2026-03-22;F4;Luxe;1250000;4.0;2026-03-22;4;2026;3;22;Point E;14.6964782;-17.4641817
Appartement;Appartement à louer très lumineux et spacieux;Ngor;375 000 F Cfa;3 chambre;dimanche, 13:43;2026-03-22;Appartement;Standard;375000;3.0;2026-03-22;4;2026;3;22;Ngor;14.7487915;-17.5149607
Appartement;Penthouse à louer aux Almadies;Almadies;2 800 000 F Cfa;5 chambre;dimanche, 12:39;2026-03-22;Penthouse;Luxe;2800000;5.0;2026-03-22;4;2026;3;22;Almadies;14.7441857;-17.5175251
Appartement;Penthouse F6 à louer à Fann (magnifique vue sur la mer);Fann;3 500 000 F Cfa;5 chambre;dimanche, 12:38;2026-03-22;Penthouse;Luxe;3500000;5.0;2026-03-22;4;2026;3;22;Fann;14.690791;-17.4665592
Appartement;Appartement F5 à louer aux Almadies;Almadies;1 000 000 F Cfa;4 chambre;dimanche, 10:09;2026-03-22;F5;Standard;1000000;4.0;2026-03-22;4;2026;3;22;Almadies;14.7441857;-17.5175251
Appartement;Appartement de type F4 à louer aux almadies;Almadies;730 000 F Cfa;3 chambre;samedi, 23:35;2026-03-21;F4;Standard;730000;3.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;RÉSIDENCE EDELWEISS GUÉDIAWAYE WAKHINANE;Guediawaye;150 000 F Cfa;2 chambre;dimanche, 20:09;2026-03-22;Appartement;Standard;150000;2.0;2026-03-22;4;2026;3;22;Guediawaye;14.7771207;-17.390071
Appartement;Appartement 2 chambres salon à louer à Ngor Almadies;Almadies;650 000 F Cfa;2 chambre;samedi, 14:13;2026-03-21;Chambre;Standard;650000;2.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;APPARTEMENT STANDING À LOUER À NGOR ALMADIES;Almadies;650 000 F Cfa;2 chambre;samedi, 01:13;2026-03-21;Appartement;Standard;650000;2.0;2026-03-21;5;2026;3;21;Almadies;14.7441857;-17.5175251
Appartement;Magnifuque studio à louer à mermoz;Mermoz;500 000 F Cfa;1 chambre;vendredi, 18:47;2026-03-20;Studio;Standard;500000;1.0;2026-03-20;6;2026;3;20;Mermoz;14.7074454;-17.474397
Appartement;Appartement à louer;Almadies;325 000 F Cfa;2 chambre;vendredi, 17:35;2026-03-20;Appartement;Standard;325000;2.0;2026-03-20;6;2026;3;20;Almadies;14.7441857;-17.5175251
Appartement;Magnifique Appartement à louer au ponit E;Point-e;550 000 F Cfa;3 chambre;vendredi, 15:44;2026-03-20;Appartement;Standard;550000;3.0;2026-03-20;6;2026;3;20;Point E;14.6964782;-17.4641817
Appartement;Très beau F3 meublé au Point E;Point-e;1 200 000 F Cfa;2 chambre;vendredi, 15:36;2026-03-20;F3;Meuble;1200000;2.0;2026-03-20;6;2026;3;20;Point E;14.6964782;-17.4641817
Appartement;APPARTEMENT RÉSIDENCE PIEDS DANS L'EAU AU VIRAGE;Virage;1 300 000 F Cfa;3 chambre;vendredi, 15:35;2026-03-20;Appartement;Standard;1300000;3.0;2026-03-20;6;2026;3;20;Virage;14.7549112;-17.4955253
Appartement;Très bel appartement de type F4 à Fann Mermoz;Mermoz;1 000 000 F Cfa;3 chambre;vendredi, 15:35;2026-03-20;F4;Standard;1000000;3.0;2026-03-20;6;2026;3;20;Mermoz;14.7074454;-17.474397
Appartement;Bel appartement à louer Ngor;Ngor;900 000 F Cfa;;vendredi, 11:55;2026-03-20;Appartement;Standard;900000;;2026-03-20;6;2026;3;20;Ngor;14.7487915;-17.5149607
Appartement;Appartement à louer à Ngor Almadies;Almadies;750 000 F Cfa;;vendredi, 11:55;2026-03-20;Appartement;Standard;750000;;2026-03-20;6;2026;3;20;Almadies;14.7441857;-17.5175251
Appartement;Bel appartement à louer à fann résidence;Fann;1 700 000 F Cfa;;vendredi, 11:54;2026-03-20;Appartement;Standard;1700000;;2026-03-20;6;2026;3;20;Fann;14.690791;-17.4665592
Appartement;Apparemment à louer;Fann Hock;3 500 000 F Cfa;4 chambre;vendredi, 09:30;2026-03-20;Appartement;Standard;3500000;4.0;2026-03-20;6;2026;3;20;Fann Hock;14.6801353;-17.4628058
Appartement;Apparts duplex Mermoz Sacré-Coeur;Mermoz;300 000 F Cfa;3 chambre;vendredi, 02:56;2026-03-20;Duplex;Standard;300000;3.0;2026-03-20;6;2026;3;20;Mermoz;14.7074454;-17.474397
Appartement;Appartement F4 Meublé longue durée;HLM Grand Médine;400 000 F Cfa;3 chambre;mardi, 13:26;2026-03-24;F4;Meuble;400000;3.0;2026-03-24;2;2026;3;24;Hlm Grand Médine;14.7609549;-17.4495149
Appartement;De bels apparts à louer sur la rte des Almadies;Almadies;350 000 F Cfa;3 chambre;jeudi, 23:28;2026-03-19;Appartement;Standard;350000;3.0;2026-03-19;7;2026;3;19;Almadies;14.7441857;-17.5175251
Appartement;Appartement aux Mamelles;Mamelles;700 000 F Cfa;3 chambre;jeudi, 20:19;2026-03-19;Appartement;Standard;700000;3.0;2026-03-19;7;2026;3;19;Mamelles;14.7311563;-17.5003005
Appartement;Appartement 3 chambres vide Ouakan cité africa école Mermoz;Ouakam;1 300 000 F Cfa;3 chambre;jeudi, 19:51;2026-03-19;Chambre;Standard;1300000;3.0;2026-03-19;7;2026;3;19;Ouakam;14.7247367;-17.4850662
Appartement;Appartement F3 au 3e étage (ascenseur)aux maristes;Hann maristes;280 000 F Cfa;;jeudi, 18:45;2026-03-19;F3;Standard;280000;3.0;2026-03-19;7;2026;3;19;Hann Maristes;14.7302558;-17.432528
Appartement;Ref_2926_PL Appartement à louer à sacré cœur 1;Sacré-cœur;500 000 F Cfa;2 chambre;jeudi, 18:18;2026-03-19;Appartement;Standard;500000;2.0;2026-03-19;7;2026;3;19;Sacré-Cœur;14.7114619;-17.4688689
Appartement;Appartement F4 à louer à Mermoz;Fenêtre mermoz;1 600 000 F Cfa;3 chambre;jeudi, 16:56;2026-03-19;F4;Standard;1600000;3.0;2026-03-19;7;2026;3;19;Mermoz;14.7074454;-17.474397
Appartement;Ref_2927_GL Appartement à louer à sacré cœur 3;Sacré-cœur;600 000 F Cfa;3 chambre;jeudi, 17:22;2026-03-19;Appartement;Standard;600000;3.0;2026-03-19;7;2026;3;19;Sacré-Cœur;14.7114619;-17.4688689
Appartement;STUDIO A LOUER;Hlm grand-yoff;130 000 F Cfa;1 chambre;jeudi, 13:57;2026-03-19;Studio;Standard;130000;1.0;2026-03-19;7;2026;3;19;HLM Grand Yoff;14.7413724;-17.455863
Appartement;Bel appartement haut standing semi -équipé;Mermoz;1 500 000 F Cfa;3 chambre;jeudi, 13:54;2026-03-19;Appartement;Luxe;1500000;3.0;2026-03-19;7;2026;3;19;Mermoz;14.7074454;-17.474397
Appartement;Appartement F4 à louer;Cité keur gorgui;1 000 000 F Cfa;3 chambre;jeudi, 13:05;2026-03-19;F4;Standard;1000000;3.0;2026-03-19;7;2026;3;19;Cite Keur Gorgui;14.7116889;-17.4687165
Appartement;Bel appartement à Liberté 6 Extension (derrière WAVE);Liberte 6 extension;275 000 F Cfa;2 chambre;jeudi, 10:23;2026-03-19;Appartement;Standard;275000;2.0;2026-03-19;7;2026;3;19;Liberte 6 Extension;14.7334942;-17.4671607
Appartement;Studio moderne avec balcon et cuisine équipée;Sacré-cœur;200 000 F Cfa;1 chambre;jeudi, 09:57;2026-03-19;Studio;Meuble;200000;1.0;2026-03-19;7;2026;3;19;Sacré-Cœur;14.7114619;-17.4688689
Appartement;MAGNIFIQUES F3 NEUFS ET MODERNES À LOUER AUX ALMADIES;Almadies;550 000 F Cfa;2 chambre;mercredi, 22:55;2026-03-25;F3;Standard;550000;2.0;2026-03-25;1;2026;3;25;Almadies;14.7441857;-17.5175251
Appartement;Grand standing F5 à la cité Africa;Ouakam;1 300 000 F Cfa;4 chambre;mercredi, 20:50;2026-03-25;F5;Standard;1300000;4.0;2026-03-25;1;2026;3;25;Ouakam;14.7247367;-17.4850662
Appartement;A louer appart F4 luxe yoff virage;Virage;900 000 F Cfa;3 chambre;mercredi, 18:31;2026-03-25;F4;Luxe;900000;3.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Appartement F3 à louer cité Addoha;Plateau;425 000 F Cfa;2 chambre;mercredi, 16:55;2026-03-25;F3;Standard;425000;2.0;2026-03-25;1;2026;3;25;Plateau;14.6768175;-17.4392915
Appartement;Appartement neuf au Point E;Point-e;780 000 F Cfa;;mercredi, 15:09;2026-03-25;Appartement;Standard;780000;;2026-03-25;1;2026;3;25;Point E;14.6964782;-17.4641817
Appartement;Appartement à louer a la corniche de fan résidence;Fann;2 000 000 F Cfa;3 chambre;mercredi, 14:51;2026-03-25;Appartement;Standard;2000000;3.0;2026-03-25;1;2026;3;25;Fann;14.690791;-17.4665592
Appartement;STUDIO A LOUER;Ouest foire;200 000 F Cfa;1 chambre;mercredi, 13:41;2026-03-25;Studio;Standard;200000;1.0;2026-03-25;1;2026;3;25;Ouest Foire;14.7493864;-17.4702084
Appartement;Appartement à louer à Mermoz de 3 chambres;Mermoz;1 300 000 F Cfa;3 chambre;mercredi, 13:16;2026-03-25;Chambre;Standard;1300000;3.0;2026-03-25;1;2026;3;25;Mermoz;14.7074454;-17.474397
Appartement;Appartement à louer à l'école bilingue américaine;Ngor;400 000 F Cfa;2 chambre;mercredi, 13:10;2026-03-25;Appartement;Standard;400000;2.0;2026-03-25;1;2026;3;25;Ngor;14.7487915;-17.5149607
Appartement;Appartement Duplex à louer aux Maristes;Hann maristes;800 000 F Cfa;6 chambre;mercredi, 13:10;2026-03-25;Duplex;Standard;800000;6.0;2026-03-25;1;2026;3;25;Hann Maristes;14.7302558;-17.432528
Appartement;Appartement à Nord foire;Nord foire;275 000 F Cfa;3 chambre;mercredi, 12:45;2026-03-25;Appartement;Standard;275000;3.0;2026-03-25;1;2026;3;25;Nord Foire;14.7526822;-17.4601185
Appartement;Duplex vue mer virage;Virage;2 000 000 F Cfa;3 chambre;mercredi, 11:56;2026-03-25;Duplex;Standard;2000000;3.0;2026-03-25;1;2026;3;25;Virage;14.7549112;-17.4955253
Appartement;Appartement spacieux rue 10;Sicap Liberté;400 000 F Cfa;3 chambre;mercredi, 11:30;2026-03-25;Appartement;Standard;400000;3.0;2026-03-25;1;2026;3;25;Sicap Liberte;14.7229964;-17.4615892
